what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344647593479
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1344647595025
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1344647595197
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1344647599229
started,bundle,com.springsource.sts.ide.metadata,2.8.1.201111221000-RELEASE,"com.springsource.sts.ide.metadata",1344647599291
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1344647604025
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344647605400
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344647642604
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1344647643994
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1344647645807
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1344647645885
activated,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.CommonXmlEditor",1344647647525
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1344647649432
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344647650135
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344647687275
activated,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.CommonXmlEditor",1344647687510
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344647701588
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344647985525
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344648018807
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344648050119
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1344648050416
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344648054088
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344648064979
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1344648065166
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1344648100135
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344648101463
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344648231057
activated,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.CommonXmlEditor",1344648232338
started,bundle,org.springframework.ide.eclipse.webflow.ui,2.8.1.201111220115-RELEASE,"org.springframework.ide.eclipse.webflow.ui",1344648242650
started,bundle,org.springframework.ide.eclipse.webflow.core,2.8.1.201111220115-RELEASE,"org.springframework.ide.eclipse.webflow.core",1344648243025
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ResourceNavigator",1344648243307
activated,perspective,org.eclipse.jst.j2ee.ui,,"org.eclipse.jst.j2ee.J2EEPerspective",1344648243385
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344648246463
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344648306166
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344648348010
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344648412057
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344648421197
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344648445385
started,bundle,org.eclipse.mylyn.java.tasks,3.7.1.v20120425-0100,"org.eclipse.mylyn.java.tasks",1344648452572
started,bundle,org.tigris.subversion.clientadapter.javahl,1.6.17,"org.tigris.subversion.clientadapter.javahl",1344648452650
started,bundle,org.tigris.subversion.clientadapter.svnkit,1.6.15,"org.tigris.subversion.clientadapter.svnkit",1344648452666
started,bundle,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.ui",1344648453729
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.open.file.from.source",1344648453932
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1344648459807
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1344648460588
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344648463900
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1344648465150
opened,view,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.views.SearchView",1344648467041
